,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
I.g1000.t2__Cnig_chr_I.g492.t1,13522.3442657379,-1.35873476418802,0.159877933682313,-8.49857596288374,1.91930633280906e-17,1.70110097137367e-16
I.g1001.t1__Cnig_chr_I.g493.t1,3661.45095973743,-1.25515350845831,0.142315387504245,-8.81952071711762,1.1495068023719e-18,1.08532600590613e-17
I.g1002.t1__Cnig_chr_I.g494.t1,1454.92321761259,-1.0825071714535,0.144746678312932,-7.47863221505641,7.5100121830639e-14,5.30697118715888e-13
I.g1004.t3__Cnig_chr_I.g495.t1,765.487476927609,-0.225564032088095,0.129727175456935,-1.73875698205557,0.0820775182904954,0.126997375518104
I.g1007.t2__Cnig_chr_I.g499.t1,24.703080747834,0.406741167985614,0.432686678360852,0.940036262559488,0.347198960383125,0.433393046765422
I.g1009.t1__Cnig_chr_I.g502.t2,333.374200944891,-0.208166886876592,0.190002926163734,-1.09559832092904,0.273254596837735,0.355348589058426
I.g1011.t2__Cnig_chr_I.g505.t3,1113.237846838,0.410114937122433,0.138540904920673,2.96024439393738,0.00307395083741691,0.00680121002205375
I.g1012.t1__Cnig_chr_I.g506.t1,1122.17374247174,-0.33601377868937,0.162455519889303,-2.06834325431558,0.0386077571205754,0.0653443378328573
I.g1014.t1__Cnig_chr_I.g512.t1,45.7527657953971,-0.268849376056861,0.347353291743027,-0.773994035604985,0.438934318373024,0.524406941353219
I.g1015.t2__Cnig_chr_I.g514.t2,2446.66166537081,0.175965963831154,0.16480436897591,1.06772632864409,0.285643978403356,0.368219923236184
I.g1016.t1__Cnig_chr_I.g515.t1,1222.69120676529,-0.284230363728377,0.157678970175834,-1.80258891475141,0.071452799235462,0.112334904995992
I.g1017.t1__Cnig_chr_I.g516.t1,211.942257615198,1.04080367259561,0.195985007961429,5.31062902934108,1.09247505800661e-07,4.57587519675228e-07
I.g1018.t1__Cnig_chr_I.g519.t1,167.215017851589,1.18530725988653,0.282162051039691,4.2008032459326,2.65969660309193e-05,8.32057869664931e-05
I.g1019.t2__Cnig_chr_I.g521.t1,299.847965296821,-0.0616236387643697,0.240369966047526,-0.256369960763673,0.797665180761794,0.846278251864015
I.g1021.t1__Cnig_chr_I.g522.t1,465.383375109659,-0.877791828470309,0.186180698563422,-4.7147305560855,2.42030812072468e-06,8.64595617692401e-06
I.g1022.t1__Cnig_chr_I.g523.t1,2971.33936450577,-0.970274336402889,0.142084222357262,-6.82886755690013,8.5587542802165e-12,5.20647978495855e-11
I.g1023.t1__Cnig_chr_I.g524.t2,471.597400908734,7.19556573682278,0.447062320891367,16.0952184976717,2.7559685740768e-58,1.4928346108824e-56
I.g1025.t1__Cnig_chr_I.g526.t2,1452.20009936802,0.376539703995779,0.181930193234137,2.06969331094585,0.0384810735523533,0.0651675778966594
I.g1026.t1__Cnig_chr_I.g528.t2,9313.63416960135,-0.460242238562499,0.130323546877207,-3.53153554818568,0.000413154325298262,0.00107347610739961
I.g1030.t2__Cnig_chr_I.g530.t1,2279.88878695044,-0.322258581799914,0.19617195898878,-1.64273519753322,0.100437733020994,0.151509088888654
I.g1032.t1__Cnig_chr_I.g531.t1,750.059347050166,-0.141632334675126,0.121612103494253,-1.16462367318413,0.244171356976074,0.32327916734314
I.g1035.t1__Cnig_chr_I.g533.t2,1599.42709274856,6.64844183072179,0.882524522364883,7.53343579950174,4.94223174213036e-14,3.54401807837576e-13
I.g1036.t3__Cnig_chr_I.g534.t4,1598.95282080298,-0.0679563090972164,0.115422710737742,-0.58876029390458,0.556022085017295,0.63550670466873
I.g1037.t1__Cnig_chr_I.g535.t1,501.489964471437,-0.182227046127622,0.140159760947224,-1.30013810594496,0.193553639377558,0.265197549226774
I.g1038.t3__Cnig_chr_I.g536.t1,1956.19226484299,-0.255101245153806,0.123557518734352,-2.06463554599435,0.038957497309583,0.0658297456402051
I.g1040.t1__Cnig_chr_I.g542.t1,325.43112250671,-2.04367564759916,0.246214007490424,-8.30040365464849,1.03758252984108e-16,8.82249898302194e-16
I.g1041.t1__Cnig_chr_I.g543.t1,160.158537582489,0.125138252291356,0.329824648191605,0.379408431048063,0.70438459070955,0.768111396798768
I.g1042.t3__Cnig_chr_I.g545.t2,43.6980234876544,1.80431802312036,0.341925871226679,5.27692747158109,1.31367848999967e-07,5.45034261520768e-07
I.g1043.t1__Cnig_chr_I.g546.t3,36.6689810210514,1.68016096902311,1.82386390074324,0.921209618951516,NA,NA
I.g1045.t1__Cnig_chr_I.g547.t1,1115.23620766698,6.62867182293161,0.333092805721478,19.9003752379879,4.03893720133462e-88,9.46782589471474e-86
I.g1046.t1__Cnig_chr_I.g548.t1,1257.93247886487,-0.337923169447712,0.109508274433505,-3.08582315990107,0.00202989509084197,0.00465639508268726
I.g1052.t1__Cnig_chr_I.g554.t1,1438.34036049346,-0.127947536624545,0.185242307066228,-0.69070364459886,0.489751798512621,0.573429680724905
I.g1056.t1__Cnig_chr_I.g580.t3,2.54328169651275,-1.18475154320362,1.20974025386477,-0.979343738805651,0.327410165806261,0.412516783829295
I.g1057.t1__Cnig_chr_I.g579.t1,1512.12536969231,0.324167520271209,0.136549607399703,2.37399086269298,0.0175969859479828,0.032657469416977
I.g1059.t1__Cnig_chr_I.g578.t1,818.80734974153,-0.423118519648201,0.146507789359744,-2.88802746596122,0.00387666019908906,0.00840489109660579
I.g1060.t1__Cnig_chr_I.g577.t3,296.607291023809,-0.335370200084566,0.183692730426483,-1.82571296809586,0.067893508764829,0.10734738285459
I.g1061.t1__Cnig_chr_I.g576.t1,10168.1085854124,0.856961056845138,0.192983506162673,4.44059222409802,8.97116476375383e-06,2.9939115397152e-05
I.g1063.t1__Cnig_chr_I.g575.t1,463.353273052993,-0.620612930799532,0.223279429742656,-2.77953473598006,0.00544368311451789,0.011432239052361
I.g1065.t1__Cnig_chr_I.g569.t3,1184.34069631732,-0.380033278499726,0.130072729227718,-2.92169835103869,0.00348128526551638,0.00760590623010778
I.g1066.t1__Cnig_chr_I.g568.t1,731.180002125038,0.200849167058535,0.13885610071538,1.44645547457957,0.148049491922593,0.212060776672943
