,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CniM
I.g1000.t2__Cnig_chr_I.g492.t1,7354.59209412521,0.0272105123158626,0.292900693661544,0.092900129309032,0.925982903019386,0.946549492596465,0
I.g1001.t1__Cnig_chr_I.g493.t1,2036.57873528215,0.116256006708714,0.286932894992434,0.405167928591038,0.685354077639941,0.758023755759431,0
I.g1002.t1__Cnig_chr_I.g494.t1,920.949331507982,-0.0211384599693147,0.264778100636138,-0.0798346234772773,0.936368786646181,0.953730989194835,0
I.g1004.t3__Cnig_chr_I.g495.t1,429.315675016293,2.05054244599235,0.187183958057558,10.9546911352405,6.3093232790065e-28,2.58113846936653e-26,1
I.g1007.t2__Cnig_chr_I.g499.t1,29.6708333272623,-0.209817395192678,0.45282912191063,-0.463347839263056,0.643115060348045,0.721201553105154,0
I.g1009.t1__Cnig_chr_I.g502.t2,260.371281103945,0.48320477808572,0.277237394517579,1.74292785764542,0.0813462172316821,0.130251471244382,0
I.g1011.t2__Cnig_chr_I.g505.t3,905.178381860523,1.14588181998207,0.178461599885206,6.42088729855133,1.35482307468271e-10,1.04808374482695e-09,1
I.g1012.t1__Cnig_chr_I.g506.t1,937.010102755862,0.111370921745543,0.432018015099259,0.257792309239592,0.796567200270515,0.849443050433285,0
I.g1014.t1__Cnig_chr_I.g512.t1,132.846768564074,-2.45877491462813,0.340482590399601,-7.22144093106915,5.14395651898908e-13,5.47897729931104e-12,-1
I.g1015.t2__Cnig_chr_I.g514.t2,1878.2727817521,1.07342671206874,0.376085530722498,2.85420901465308,0.00431441355061147,0.00972617173588946,1
I.g1016.t1__Cnig_chr_I.g515.t1,937.636213416692,0.442739042348941,0.356517624038601,1.24184335498939,0.214294363049307,0.29535937958526,0
I.g1017.t1__Cnig_chr_I.g516.t1,229.758426426198,0.648199339091842,0.234060749938033,2.76936367700886,0.00561659029600759,0.0122956092828476,1
I.g1018.t1__Cnig_chr_I.g519.t1,258.164763169959,-0.330411666979097,0.283336293935418,-1.1661466393515,0.243555162550958,0.32968521258264,0
I.g1019.t2__Cnig_chr_I.g521.t1,378.526782625653,-0.712911208212165,0.284667196905739,-2.50436726100278,0.0122670625662169,0.0247723381766341,-1
