,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HF1M
I.g1000.t2__Cnig_chr_I.g492.t1,11685.782773013,0.710120828205265,0.143837968380949,4.93694979287068,7.93538893399729e-07,2.82550453339898e-06,1
I.g1001.t1__Cnig_chr_I.g493.t1,2520.14628712987,-0.0132311364905629,0.211540921765893,-0.0625464632569079,0.950127662016113,0.962706518381964,0
I.g1002.t1__Cnig_chr_I.g494.t1,1107.88343989705,0.0396185924407585,0.16784318947398,0.23604527872071,0.813397535360748,0.85672758807944,0
I.g1004.t3__Cnig_chr_I.g495.t1,664.608738305584,-0.722901843041959,0.144972582098128,-4.98647283906861,6.14915463876819e-07,2.22142491763296e-06,-1
I.g1007.t2__Cnig_chr_I.g499.t1,49.6364274459767,0.997274814179938,0.362568836517337,2.75058061735058,0.00594897513625516,0.0118035083427329,1
I.g1009.t1__Cnig_chr_I.g502.t2,306.207693037002,-0.548824321388983,0.196427569962748,-2.79402897206877,0.00520558146995673,0.0104502853470705,-1
I.g1011.t2__Cnig_chr_I.g505.t3,1328.01941208118,-0.358399326153646,0.153119871688535,-2.34064541852984,0.0192504400530151,0.0342943304357557,-1
I.g1012.t1__Cnig_chr_I.g506.t1,1217.88030844173,0.130564590326246,0.203400574892502,0.641908659281073,0.520932491500459,0.601871201061043,0
I.g1014.t1__Cnig_chr_I.g512.t1,140.682068689165,2.24875514377958,0.278866349629435,8.06391716593911,7.38878339003692e-16,5.27831128067504e-15,1
I.g1015.t2__Cnig_chr_I.g514.t2,2680.50876504874,-0.389133083925361,0.203075320289574,-1.91620076418188,0.0553395461500645,0.0878558020280071,0
I.g1016.t1__Cnig_chr_I.g515.t1,1267.89295885814,-0.0511948221726876,0.132658462002391,-0.385914485965959,0.699560001876877,0.761476265568521,0
I.g1017.t1__Cnig_chr_I.g516.t1,442.118654892866,0.712400108107214,0.177343649053997,4.01706016486841,5.89286830048451e-05,0.000165625221492677,1
I.g1018.t1__Cnig_chr_I.g519.t1,288.636223633497,0.145715818010081,0.266972168368058,0.545809021595059,0.585197221238041,0.660270066563214,0
I.g1019.t2__Cnig_chr_I.g521.t1,367.234392233318,0.197289778652463,0.19139276232281,1.03081107278084,0.302629424719757,0.382654599309193,0
I.g1021.t1__Cnig_chr_I.g522.t1,440.652843193976,0.37349766876358,0.160526018393342,2.32671109955762,0.0199806467019881,0.0353869409803932,1
I.g1022.t1__Cnig_chr_I.g523.t1,3069.22653914565,0.688500258515206,0.183613063013468,3.74973461700111,0.000177021809351936,0.000458734660224735,1
I.g1023.t1__Cnig_chr_I.g524.t2,1107.76739786421,0.0434351517094225,0.236952481606643,0.183307435376549,0.854556800660785,0.890441127076784,0
I.g1025.t1__Cnig_chr_I.g526.t2,3635.47576458038,1.48240527588208,0.139809179202399,10.6030611461929,2.88383291802867e-26,3.28756952655269e-25,1
I.g1026.t1__Cnig_chr_I.g528.t2,8723.05868366637,-0.148742744022471,0.118863705660455,-1.25137226032114,0.21079869299272,0.28129205550395,0
I.g1030.t2__Cnig_chr_I.g530.t1,1970.21530638403,-0.589437143197265,0.192718332138157,-3.05854215661593,0.0022241678303674,0.00478217145724354,-1
I.g1032.t1__Cnig_chr_I.g531.t1,1002.43026019259,0.480783358166546,0.155751227047797,3.08686722589354,0.00202277924797907,0.00437888474419496,1
I.g1035.t1__Cnig_chr_I.g533.t2,3057.31424975661,-0.620728413019528,0.317341562081966,-1.95602621020438,0.0504620665973437,0.0811431460405587,0
I.g1036.t3__Cnig_chr_I.g534.t4,1748.09449470325,-0.138181485028456,0.126623951915127,-1.09127446220503,0.275152131419912,0.353355720808207,0
I.g1037.t1__Cnig_chr_I.g535.t1,554.335061006972,0.0168133040306183,0.14458475968684,0.116286834567037,0.90742521931631,0.930486845238559,0
I.g1038.t3__Cnig_chr_I.g536.t1,2081.16706558437,-0.014326816526554,0.122934102352747,-0.116540620156356,0.90722409517402,0.930375929581125,0
I.g1040.t1__Cnig_chr_I.g542.t1,146.176323796246,-0.0655939135582604,0.232949119981497,-0.28158043079738,0.778265247241028,0.82856419687125,0
I.g1041.t1__Cnig_chr_I.g543.t1,133.746710238624,-1.47412075858962,0.272207135279261,-5.41543761179259,6.11389877813219e-08,2.46200541101078e-07,-1
I.g1042.t3__Cnig_chr_I.g545.t2,95.1266056546748,0.463098541351641,0.253767709755469,1.82489151908997,0.0680174012870956,0.105487369960622,0
I.g1043.t1__Cnig_chr_I.g546.t3,39.8034789431563,-1.9030744834089,1.6412594865886,-1.15952078203337,NA,NA,NA
I.g1045.t1__Cnig_chr_I.g547.t1,2286.31077125836,-0.357852611477726,0.242938262240322,-1.47301873396842,0.140745984362296,0.198898604249747,0
I.g1046.t1__Cnig_chr_I.g548.t1,988.361196047847,-0.953270590302365,0.127538769369728,-7.47435932629147,7.7580887240013e-14,4.90661293811837e-13,-1
I.g1052.t1__Cnig_chr_I.g554.t1,2041.79295214919,0.616667100908394,0.123416957843762,4.99661563274844,5.83451960274279e-07,2.1111198020761e-06,1
I.g1056.t1__Cnig_chr_I.g580.t3,3.84823179023289,1.64861770787709,1.11044725757535,1.48464296402228,0.137638427920651,0.194992544047736,0
I.g1057.t1__Cnig_chr_I.g579.t1,2018.24687718797,0.0632128424586962,0.144801891536973,0.436547076752486,0.662439850968851,0.728715931019756,0
I.g1059.t1__Cnig_chr_I.g578.t1,811.952594112219,-0.033653522112188,0.143221318416297,-0.234975648069154,0.814227634132274,0.857469315072972,0
I.g1060.t1__Cnig_chr_I.g577.t3,378.094641416918,0.538620908157941,0.184375522253584,2.92132546432677,0.0034854550628341,0.00723595768378374,1
I.g1061.t1__Cnig_chr_I.g576.t1,30516.2122372368,1.57402572891782,0.167648713600953,9.38883272712969,6.06688570937447e-21,5.58818012297555e-20,1
I.g1063.t1__Cnig_chr_I.g575.t1,349.495733471013,-0.681225199546438,0.267591667687474,-2.54576387012938,0.0109038918978852,0.0204625909180943,-1
I.g1065.t1__Cnig_chr_I.g569.t3,1022.28208730498,-0.526000377442625,0.154625737334022,-3.4017647159629,0.000669522521048287,0.00157855751198353,-1
I.g1066.t1__Cnig_chr_I.g568.t1,807.531665383397,-0.396448073043281,0.150183036697532,-2.63976599329074,0.00829632900908539,0.0159206775730061,-1
I.g1067.t1__Cnig_chr_I.g567.t1,1553.20934160036,0.128572407502541,0.125464081306441,1.02477463002744,0.305469539737499,0.385637247691961,0
I.g1069.t2__Cnig_chr_I.g566.t1,368.331566218134,2.73105262244073,0.355667909627221,7.67865907639285,1.60762440095107e-14,1.06056499826423e-13,1
I.g1070.t1__Cnig_chr_I.g564.t2,931.421767165611,-1.22449582657541,0.147303382279876,-8.3127475257077,9.35113309967615e-17,7.03038003404461e-16,-1
I.g1071.t1__Cnig_chr_I.g563.t1,724.305854020522,-1.90864962691531,0.247368650804763,-7.7158104743908,1.20215838619064e-14,8.00440063297904e-14,-1
I.g1072.t1__Cnig_chr_I.g562.t3,727.772476754156,0.100060541477861,0.293546014111645,0.340868336368569,0.733202702707226,0.78984820646691,0
I.g1075.t1__Cnig_chr_I.g72.t1,49.9061714851101,-2.01324788145438,0.470931513099087,-4.27503325951938,1.91108763311128e-05,5.75607933360048e-05,-1
I.g1077.t3__Cnig_chr_I.g70.t2,1839.393808911,-0.255208566677595,0.231894281559625,-1.10053842191005,0.271097598590286,0.348737197842329,0
I.g1078.t1__Cnig_chr_I.g69.t1,2379.00362938002,-1.09769285814568,0.236985934187206,-4.6318903352237,3.62342078757904e-06,1.20424155621345e-05,-1
I.g1079.t1__Cnig_chr_I.g68.t1,294.330900779255,-0.128817221371546,0.165187630628203,-0.779823651938457,0.435494682553206,0.517917421250312,0
I.g1080.t1__Cnig_chr_I.g67.t1,510.998157980407,-0.193307634951017,0.147979211540247,-1.30631615710726,0.191445064816508,0.258838439658126,0
I.g1081.t2__Cnig_chr_I.g66.t1,248.293913243894,-0.433356731808823,0.22858804705965,-1.89579786600013,0.0579867781771797,0.0915782377820217,0
I.g1082.t1__Cnig_chr_I.g64.t1,65.1678115334151,1.78228067047578,0.349713406069581,5.09640362520494,3.46166663599062e-07,1.28321862808436e-06,1
I.g1083.t2__Cnig_chr_I.g63.t1,4387.28953670235,-0.199443436611371,0.138528372889051,-1.43972987231365,0.149943838439837,0.209635150971459,0
I.g1084.t2__Cnig_chr_I.g60.t2,2585.00441068741,-0.0362406607420062,0.130214450735383,-0.278315198791977,0.780770409901997,0.83055877744798,0
I.g1085.t1__Cnig_chr_I.g59.t1,1307.90450318327,-0.930735151602673,0.148001474741635,-6.28868836089267,3.20159439524285e-10,1.57912094302655e-09,-1
I.g1086.t1__Cnig_chr_I.g58.t1,13363.1469211352,-1.2168775929019,0.205689938977886,-5.91607736843524,3.29710164684077e-09,1.50473754555818e-08,-1
