,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
I.g1000.t2__Cnig_chr_I.g492.t1,26166.6807658056,0.535439585548169,0.0533352859039477,10.0391246896557,1.0258035388172e-23,8.08947208758454e-23
I.g1001.t1__Cnig_chr_I.g493.t1,11693.2630849737,0.601197128535031,0.0538703798797809,11.1600684806137,6.39423011672243e-29,6.11782247478919e-28
I.g1002.t1__Cnig_chr_I.g494.t1,1987.12056483766,-0.858407954260018,0.11754804934536,-7.30261334867402,2.82231366286123e-13,1.40165764557955e-12
I.g1004.t3__Cnig_chr_I.g495.t1,671.618984957534,2.02368371325243,0.112066049185544,18.0579553572186,6.83061551471849e-73,1.83253684920124e-71
I.g1007.t2__Cnig_chr_I.g499.t1,4.87591477690783,-0.674140174188734,0.879665855283498,-0.766359374005113,0.443462498842606,0.545698849576521
I.g1009.t1__Cnig_chr_I.g502.t2,454.171452662003,-0.348648915494161,0.11113761844747,-3.13709183591111,0.00170632671479766,0.00377289689852029
I.g1011.t2__Cnig_chr_I.g505.t3,579.625979232823,1.29805946731058,0.153806223981282,8.43957698011332,3.18488190623202e-17,1.93217138943633e-16
I.g1012.t1__Cnig_chr_I.g506.t1,2722.42244831236,-0.638197274112265,0.0757215604106686,-8.42821081143948,3.50990325349213e-17,2.12740827048724e-16
I.g1014.t1__Cnig_chr_I.g512.t1,87.639638752972,-1.07146259815281,0.251396923622531,-4.26203544066272,2.02573306242006e-05,5.61857457580167e-05
I.g1015.t2__Cnig_chr_I.g514.t2,272.079556801951,-1.04160037283085,0.145990929373042,-7.13469239016426,9.7003848548028e-13,4.66912326465318e-12
I.g1016.t1__Cnig_chr_I.g515.t1,1547.62630064102,-0.233755298838569,0.0738750410779315,-3.16419856324652,0.00155510659165287,0.00345579242589528
I.g1017.t1__Cnig_chr_I.g516.t1,268.448231793816,-0.585927168658592,0.13282634617076,-4.41122703100881,1.02786475393279e-05,2.93423128379783e-05
I.g1018.t1__Cnig_chr_I.g519.t1,37.2076341503258,-0.927846424073424,0.390771401551451,-2.37439695021095,0.0175776420112278,0.032863731649881
I.g1019.t2__Cnig_chr_I.g521.t1,114.796690409108,-1.36525083250973,0.233924092101749,-5.83629851993139,5.33732335217581e-09,2.00735355754446e-08
I.g1021.t1__Cnig_chr_I.g522.t1,63.791507655537,-1.24036370189021,0.262080274715179,-4.73276252185785,2.21484566507536e-06,6.74149677565913e-06
I.g1022.t1__Cnig_chr_I.g523.t1,5690.9035397522,-0.243918057897871,0.0705818919555551,-3.45581637357447,0.000548628932583132,0.00129332966531093
I.g1023.t1__Cnig_chr_I.g524.t2,232.172095146374,0.406525948508122,0.143431505552044,2.83428628140986,0.00459281671210977,0.00952116858208207
I.g1025.t1__Cnig_chr_I.g526.t2,1022.87787772087,-0.714329062489976,0.0810442173590936,-8.81406577504353,1.20687188998293e-18,7.79156961544646e-18
I.g1026.t1__Cnig_chr_I.g528.t2,7357.07373855423,0.352345532676664,0.0673248313093428,5.23351526954021,1.66316260206351e-07,5.56622967626094e-07
I.g1030.t2__Cnig_chr_I.g530.t1,2205.25220475049,2.27608795114768,0.101530185987687,22.4178447917321,2.63645212661104e-111,1.22419874969911e-109
I.g1032.t1__Cnig_chr_I.g531.t1,878.407505450053,0.0631864639010416,0.094870371233458,0.666029478745811,0.50539225836518,0.605702191157404
I.g1035.t1__Cnig_chr_I.g533.t2,121.492929587944,0.721686449993384,0.198879759724716,3.6287576523238,0.000284788429870713,0.000696242700420301
I.g1036.t3__Cnig_chr_I.g534.t4,1295.07138882953,0.827324167576493,0.0904026562063275,9.15154711481349,5.61239263182938e-20,3.83990593254478e-19
I.g1037.t1__Cnig_chr_I.g535.t1,513.498338901446,1.37124122930285,0.112435303738121,12.195824476062,3.27175666599759e-34,3.67277502319932e-33
I.g1038.t3__Cnig_chr_I.g536.t1,2265.89506458755,-0.715321189428349,0.069535215509626,-10.2871787221156,8.05005246977691e-25,6.63592158899052e-24
I.g1040.t1__Cnig_chr_I.g542.t1,1262.69081093428,0.347043748324586,0.0785248311966115,4.41954147543028,9.89105380218622e-06,2.82844949382069e-05
I.g1041.t1__Cnig_chr_I.g543.t1,7.85901434736217,-0.540347075867918,0.862221821507921,-0.626691487490907,0.530861484892498,0.628664216102405
I.g1042.t3__Cnig_chr_I.g545.t2,7.65092206639561,-1.59564869144549,0.813666191181893,-1.96106057832847,0.0498719566746992,0.0841977605695406
I.g1043.t1__Cnig_chr_I.g546.t3,0.691283612412972,3.01167102098273,2.7690494887468,1.08761906683933,0.276763309895393,0.372307207800934
I.g1045.t1__Cnig_chr_I.g547.t1,25.6620323311932,-2.51376749127159,0.455018168761454,-5.52454311464967,3.3034411119861e-08,1.17581608059972e-07
I.g1046.t1__Cnig_chr_I.g548.t1,1036.28425023602,0.181118719222237,0.133440454039778,1.35729993220981,0.174685928877932,0.252567135057043
I.g1052.t1__Cnig_chr_I.g554.t1,467.192446517835,0.924516058610584,0.112359656930827,8.22818513214003,1.90071164591934e-16,1.1119581787581e-15
I.g1056.t1__Cnig_chr_I.g580.t3,3.43077018729954,0.870952264266973,1.16621112542304,0.746822119323407,0.455170941866335,0.557420703429079
I.g1057.t1__Cnig_chr_I.g579.t1,1446.63222973457,0.422355743249408,0.0774050089671158,5.45643943312297,4.85776867518582e-08,1.7034900450612e-07
I.g1059.t1__Cnig_chr_I.g578.t1,1222.44578404153,-0.422153029728729,0.0906227553547394,-4.65835570852185,3.18745101930391e-06,9.54869152636046e-06
I.g1060.t1__Cnig_chr_I.g577.t3,382.179443412453,-0.135171989442625,0.115824330727714,-1.16704312982732,0.243192952419768,0.333809034432509
I.g1061.t1__Cnig_chr_I.g576.t1,3991.81307339204,-0.527177088509689,0.0909111331099601,-5.79881770775039,6.67840801424585e-09,2.49477520194613e-08
I.g1063.t1__Cnig_chr_I.g575.t1,597.689957334586,0.969635489481775,0.114155623428479,8.49397918701111,1.99680081587978e-17,1.22200529193011e-16
I.g1065.t1__Cnig_chr_I.g569.t3,1225.4088150454,0.36496782332421,0.0846641589723911,4.31077126087351,1.62686124119738e-05,4.55123599812538e-05
I.g1066.t1__Cnig_chr_I.g568.t1,708.219742748652,0.0909525529727467,0.0991109412792185,0.917684281864625,0.358784178982134,0.461512388307123
I.g1067.t1__Cnig_chr_I.g567.t1,1087.03902888575,0.295786323401707,0.0815835814854211,3.62556188409752,0.000288333835628383,0.000704391710291562
I.g1069.t2__Cnig_chr_I.g566.t1,8868.20093546734,1.93002953384996,0.0585583681642938,32.9590730471688,3.13624958996629e-238,4.47842952201639e-236
I.g1070.t1__Cnig_chr_I.g564.t2,119.287647262233,1.20248127687168,0.195994519952215,6.13528009438659,8.50092827679843e-10,3.37697659335576e-09
I.g1071.t1__Cnig_chr_I.g563.t1,68.546090071277,1.5215543720023,0.265260358943519,5.73607899070317,9.68934852062031e-09,3.57230839405435e-08
I.g1072.t1__Cnig_chr_I.g562.t3,238.794278121513,1.97664564947411,0.164323961172438,12.0289557005011,2.5030671718139e-33,2.72688531925255e-32
I.g1075.t1__Cnig_chr_I.g72.t1,1.1559798992879,-2.44891015038728,1.99773703899981,-1.2258420916165,0.220258104039097,0.307475228942532
I.g1077.t3__Cnig_chr_I.g70.t2,11.8978623282555,0.813765409161547,0.571734337215189,1.42332785734935,0.154641135052303,0.227470458414521
I.g1078.t1__Cnig_chr_I.g69.t1,11.585986096702,-1.43979531637645,0.617552409671239,-2.33145445443722,0.0197294090155149,0.0364454794444343
I.g1079.t1__Cnig_chr_I.g68.t1,71.7691061022551,-0.756938882643174,0.252259775877568,-3.00063250278374,0.00269419506636823,0.00578291748527074
I.g1080.t1__Cnig_chr_I.g67.t1,136.778586135762,0.0989040393367893,0.197493090341198,0.500797466716016,0.616513668685208,0.704223423373436
I.g1081.t2__Cnig_chr_I.g66.t1,29.1005865349381,-0.275555003628185,0.406512125369814,-0.677851868200747,0.497865620346557,0.598285715157206
I.g1082.t1__Cnig_chr_I.g64.t1,15.0832398234847,-3.60010133174479,0.745687125342842,-4.82789793385474,1.37981777018046e-06,4.28831733863713e-06
I.g1083.t2__Cnig_chr_I.g63.t1,3900.83792791777,0.723402700632931,0.0636023094210244,11.3738432962279,5.64462282053986e-30,5.5857370385074e-29
I.g1084.t2__Cnig_chr_I.g60.t2,3854.36385054598,0.439369901632458,0.0865463137245739,5.07670266616686,3.84041133816008e-07,1.25185720595891e-06
I.g1085.t1__Cnig_chr_I.g59.t1,1208.75011688464,0.861280171292846,0.0807935578603067,10.6602579970796,1.56163632696952e-26,1.37432275826078e-25
I.g1086.t1__Cnig_chr_I.g58.t1,1000.5916578093,-0.719658114795041,0.143584925988966,-5.01207288883754,5.38467983576108e-07,1.73438147511296e-06
I.g1087.t1__Cnig_chr_I.g57.t1,25.7551445757759,-1.14012358801989,0.414255056991566,-2.75222611957903,0.00591916346221074,0.0120691679376875
I.g1088.t1__Cnig_chr_I.g56.t1,66.5453731564147,-1.42139035413495,0.259180477778109,-5.48417213487752,4.1541013545544e-08,1.46563405920516e-07
I.g1089.t2__Cnig_chr_I.g55.t2,76.7976701371716,-3.79148862979432,0.36626051321372,-10.3518902338836,4.10303822047824e-25,3.40978395293811e-24
I.g1090.t1__Cnig_chr_I.g54.t1,3296.05024238915,-1.12876888607808,0.0770121695845063,-14.6570196914069,1.21489626821062e-48,1.93683342639101e-47
I.g1091.t1__Cnig_chr_I.g53.t1,350.881347640459,-0.812188339223701,0.140191911904053,-5.79340368636646,6.89740475062092e-09,2.57368741467395e-08
I.g1092.t1__Cnig_chr_I.g52.t2,871.57282651001,-0.424917249199787,0.0876330400218118,-4.84882470235,1.2419510970728e-06,3.87162219932553e-06
I.g1093.t2__Cnig_chr_I.g51.t2,9.77109573172763,0.0622198385501646,0.654105735587906,0.0951219889460864,0.924217932612797,0.949855809069674
I.g1094.t2__Cnig_chr_I.g50.t1,1340.88249678506,-0.515976140374249,0.105479960776312,-4.89169825791332,9.99696246138448e-07,3.14075376122985e-06
I.g1095.t1__Cnig_chr_I.g49.t1,1332.74372303498,-0.381024224940267,0.0932494120308855,-4.08607643353361,4.38729303813265e-05,0.000117846382577673
I.g1096.t1__Cnig_chr_I.g48.t2,1756.28541485363,-0.660495513175737,0.069928556804761,-9.44529021269273,3.54420795864052e-21,2.54004758179957e-20
I.g1097.t1__Cnig_chr_I.g47.t2,57.7106973956893,-0.837585477657656,0.260492627255306,-3.21539034130416,0.00130267254642683,0.00292517609343055
I.g1099.t2__Cnig_chr_I.g46.t2,98.4078661885569,-0.861493427894475,0.209322397568222,-4.11562946871798,3.86124180796974e-05,0.000104285725462351
I.g1100.t1__Cnig_chr_I.g45.t1,929.132574998907,0.237545918495554,0.10746254874159,2.2104995766178,0.0270705098716184,0.048580590688526
I.g1101.t1__Cnig_chr_I.g44.t1,4178.5369614547,-0.434559139380782,0.0686472099063102,-6.33032485914385,2.4464556973039e-10,1.01117123125415e-09
I.g1102.t1__Cnig_chr_I.g43.t1,1868.41469951567,-1.05109384393599,0.0801056177254858,-13.121349959974,2.48469027781239e-39,3.2191889648145e-38
I.g1103.t1__Cnig_chr_I.g42.t1,1587.2732948499,-0.240891670342897,0.0826374689103901,-2.91504173009115,0.00355640985649022,0.0074931180222418
I.g1104.t1__Cnig_chr_I.g41.t3,13.2781135821751,-0.887553239443799,0.559696487348339,-1.58577596877325,0.112790138898911,0.173302446439608
I.g1105.t1__Cnig_chr_I.g40.t1,578.81393361288,1.81915893841522,0.101196713248651,17.9764626736972,2.97902485018926e-72,7.89649700808649e-71
I.g1109.t1__Cnig_chr_I.g38.t3,2.7715441993267,0.579875632773254,1.12889437673873,0.513666862659428,0.607484923719649,0.696338629142051
I.g1112.t2__Cnig_chr_I.g35.t2,153.472113078764,0.0931890642083561,0.173441434530368,0.537294127327108,0.591064461352322,0.682729063821765
I.g1114.t2__Cnig_chr_I.g34.t2,17.2648148677344,-0.579382452250158,0.473588835747381,-1.2233870575429,0.221183539378605,0.308574157258942
I.g1115.t3__Cnig_chr_I.g33.t3,1273.43064412654,-1.15457856869939,0.085046350088464,-13.575874420224,5.56752734884446e-42,7.70977718380129e-41
I.g1116.t1__Cnig_chr_I.g29.t1,1401.8190043268,-0.616097952704391,0.0731732784750672,-8.41971229858613,3.77409966583983e-17,2.28441401833878e-16
I.g1117.t1__Cnig_chr_I.g28.t1,3254.05249480326,-0.531512737939872,0.0761057431364636,-6.98387159805835,2.87154530310549e-12,1.34369702696409e-11
I.g1119.t1__Cnig_chr_I.g26.t1,742.167849464726,0.756457267418998,0.0871281656346583,8.68212089522163,3.88456199196818e-18,2.45535379597037e-17
I.g1120.t1__Cnig_chr_I.g25.t1,1683.48108648205,0.498377758256294,0.100795872149676,4.9444262709115,7.6368436761946e-07,2.42741225514275e-06
I.g1121.t1__Cnig_chr_I.g24.t1,1.99268320573356,-1.21460820370526,1.42041789741055,-0.855106237340092,0.392492336898131,0.494901085644434
I.g1123.t1__Cnig_chr_I.g22.t2,2.51575048161399,3.79138081894708,1.66398144829098,2.27849945252759,0.0226968370811506,0.0414599719996809
I.g1125.t1__Cnig_chr_I.g19.t1,273.197114400684,0.539279832703786,0.238491412081805,2.26121279586708,0.023746083118618,0.0431569705508755
I.g1126.t1__Cnig_chr_I.g18.t1,2.60270484043665,-0.0505618235146431,1.25276683711558,-0.0403601229028848,0.967806021641485,0.979533874506434
I.g1129.t1__Cnig_chr_I.g16.t1,2414.76863750488,4.28493811671734,0.104011966428735,41.1965878911942,0,0
I.g1131.t2__Cnig_chr_I.g9.t1,1.01597215671586,-2.26343507363786,2.07112384933557,-1.09285356081626,0.274458100697069,0.369880614700332
I.g1132.t1__Cnig_chr_I.g8.t1,64.0652184900222,0.179946928005318,0.250868534290454,0.717295728275657,0.473191642463347,0.575614638812242
I.g1133.t3__Cnig_chr_I.g6.t1,1833.00806358711,-2.14656868625305,0.109009591544744,-19.6915579247169,2.54733412008137e-86,8.35274002831621e-85
I.g1134.t1__Cnig_chr_I.g5.t1,33857.3455888771,0.132569051539654,0.0898548817305623,1.47536838273489,0.14011353084441,0.208775196963989
