,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CniM
I.g1000.t2__Cnig_chr_I.g492.t1,7962.4259619818,0.368636022073203,0.14185386388768,2.59870272102766,0.00935767733912476,0.0195400172461149,1
I.g1001.t1__Cnig_chr_I.g493.t1,1373.70802593416,0.309778582255223,0.275643859033693,1.12383632757571,0.261082467096119,0.352026193134601,0
I.g1002.t1__Cnig_chr_I.g494.t1,598.202707224754,-0.258097198926322,0.212920579485701,-1.21217591812751,0.225445047750026,0.311883548408061,0
I.g1004.t3__Cnig_chr_I.g495.t1,288.564616569528,1.36441175575863,0.219657693466114,6.21153638749792,5.2469037349323e-10,3.20013094786447e-09,1
I.g1007.t2__Cnig_chr_I.g499.t1,35.9429352068945,0.118994859825294,0.372510247990658,0.319440499871235,0.749392503758468,0.811513480979865,0
I.g1009.t1__Cnig_chr_I.g502.t2,138.587634355793,0.697260094558006,0.22752895608235,3.06448948988121,0.00218041835476663,0.00524987633632798,1
I.g1011.t2__Cnig_chr_I.g505.t3,636.408974799289,0.279755320424263,0.144273276377209,1.93906541425475,0.0524933734142457,0.0895391486882148,0
I.g1012.t1__Cnig_chr_I.g506.t1,670.354477094923,-0.481687295037539,0.242172800839402,-1.98902309990201,0.0466986533230272,0.0806755563661693,0
I.g1014.t1__Cnig_chr_I.g512.t1,121.13210833832,-0.710175587915264,0.211101448690106,-3.36414360167556,0.000767815810831001,0.00203994414109123,-1
I.g1015.t2__Cnig_chr_I.g514.t2,1216.85854234444,-0.595478228812948,0.270658915015473,-2.20010572634899,0.0277993947009579,0.0515734552633987,0
I.g1016.t1__Cnig_chr_I.g515.t1,669.119627666863,-0.0377533298568036,0.181072626931997,-0.208498272193191,0.834839931586074,0.878509436508768,0
I.g1017.t1__Cnig_chr_I.g516.t1,291.045498911638,-0.318439942141627,0.162601225893377,-1.95841046334079,0.0501818679762153,0.0860629673983365,0
I.g1018.t1__Cnig_chr_I.g519.t1,154.212142497887,-1.23903630711545,0.2065508124718,-5.99869974989625,1.98903741395913e-09,1.14879335800618e-08,-1
I.g1019.t2__Cnig_chr_I.g521.t1,200.789916819313,-1.08289610162772,0.197543587759016,-5.48180841460038,4.21000008938568e-08,2.08402364564608e-07,-1
I.g1021.t1__Cnig_chr_I.g522.t1,257.043110205984,-0.908443270149527,0.171137249586396,-5.3082731687289,1.10668698016189e-07,5.21612015701773e-07,-1
I.g1022.t1__Cnig_chr_I.g523.t1,1912.77622316592,-1.50824864031388,0.257061455513384,-5.86726873269162,4.43032313528416e-09,2.46938188140888e-08,-1
I.g1023.t1__Cnig_chr_I.g524.t2,622.299886306309,0.550267086672968,0.254852408013096,2.15915984849039,0.0308377678574001,0.056388207741833,0
I.g1025.t1__Cnig_chr_I.g526.t2,2821.74524517865,-0.465780177793215,0.124493434375376,-3.74140355377121,0.000182995403647767,0.000544627569473972,-1
I.g1026.t1__Cnig_chr_I.g528.t2,4524.594642108,0.291150716075955,0.111735177798797,2.60572115077522,0.0091681066845183,0.0191840389375907,1
I.g1030.t2__Cnig_chr_I.g530.t1,915.898626344166,1.62249236566321,0.206067911032774,7.87358088666781,3.44632092773171e-15,3.26090483103504e-14,1
I.g1032.t1__Cnig_chr_I.g531.t1,622.607721531805,-0.242198246750139,0.189368338800816,-1.27897962396392,0.200904231307207,0.2834983359176,0
I.g1035.t1__Cnig_chr_I.g533.t2,1368.06516918464,1.11034483268141,0.291878788210608,3.80412992492016,0.000142303480465431,0.000432088657691016,1
I.g1036.t3__Cnig_chr_I.g534.t4,913.126208803338,0.358584617831375,0.100208296124248,3.57839252537302,0.000345713975488985,0.000984302786925148,1
I.g1037.t1__Cnig_chr_I.g535.t1,301.525630444793,0.0725974345817498,0.146579285811645,0.495277584276388,0.620404191573581,0.702716261705732,0
I.g1038.t3__Cnig_chr_I.g536.t1,1107.68004106994,-0.149766603019884,0.0967375348386259,-1.54817469010059,0.121580243332334,0.184315063041362,0
I.g1040.t1__Cnig_chr_I.g542.t1,79.4819130284244,0.582492456191176,0.279015273477392,2.08767229453614,0.0368274056793103,0.0654778832349661,0
I.g1041.t1__Cnig_chr_I.g543.t1,37.9673792162183,-0.202133491375738,0.342185716687553,-0.590712824990018,0.554712853335873,0.645303797954201,0
I.g1042.t3__Cnig_chr_I.g545.t2,56.2255395896136,-1.27113473551058,0.303646012836247,-4.18623884976249,2.83614901857644e-05,9.57443331874718e-05,-1
I.g1043.t1__Cnig_chr_I.g546.t3,9.39839104884582,0.832175989956229,0.621485712605741,1.33901065314457,0.180567204843553,0.258939498867825,0
I.g1045.t1__Cnig_chr_I.g547.t1,1123.29444723958,0.798045973091296,0.255337293200879,3.12545795049005,0.00177528448897206,0.00436598814146121,1
I.g1046.t1__Cnig_chr_I.g548.t1,373.070038687198,0.568670575341903,0.145050252331937,3.92050731522026,8.83627535614083e-05,0.00027753647998794,1
I.g1052.t1__Cnig_chr_I.g554.t1,1433.50284899254,1.58148300398348,0.106302982056383,14.8771273711274,4.63998299231055e-50,2.44429987771671e-48,1
I.g1056.t1__Cnig_chr_I.g580.t3,3.19458827347961,0.485000428193237,1.32465036177315,0.366134673865204,0.714264585187663,0.782420435762538,0
I.g1057.t1__Cnig_chr_I.g579.t1,1127.5067511891,0.281994293297053,0.111975686849948,2.5183528784685,0.0117905128975212,0.024056809417641,1
I.g1059.t1__Cnig_chr_I.g578.t1,439.392556313095,0.321940735724238,0.138496526875357,2.32454013820849,0.0200965629140097,0.0385524511456765,1
I.g1060.t1__Cnig_chr_I.g577.t3,236.353722330179,-0.419731636897713,0.175696585940173,-2.38895727342498,0.0168962672209103,0.0331658791237488,-1
I.g1061.t1__Cnig_chr_I.g576.t1,24871.8911236734,0.212286457085981,0.181219921769441,1.17143002277677,0.241425970296713,0.330280292255172,0
I.g1063.t1__Cnig_chr_I.g575.t1,157.086965716071,1.7153165154991,0.278315925003664,6.16319930480629,7.12896857850069e-10,4.2993981959584e-09,1
I.g1065.t1__Cnig_chr_I.g569.t3,475.805638996828,1.10095395727265,0.170314952955348,6.46422371123976,1.01820146327387e-10,6.67756211525181e-10,1
I.g1066.t1__Cnig_chr_I.g568.t1,385.990270150885,0.552797173024981,0.164955667236598,3.35118630530043,0.000804661472484983,0.00212735663804036,1
I.g1067.t1__Cnig_chr_I.g567.t1,889.333963476815,0.34085296454132,0.134185802091996,2.54015670232859,0.0110802811694166,0.0227593878354755,1
I.g1069.t2__Cnig_chr_I.g566.t1,366.043138198109,1.13589865796956,0.447935758593431,2.53585170680815,0.0112174224383161,0.0230118685992335,1
I.g1070.t1__Cnig_chr_I.g564.t2,310.345892694938,0.639676426065168,0.15151299612633,4.22192447129625,2.42225282674775e-05,8.26338419148946e-05,1
I.g1071.t1__Cnig_chr_I.g563.t1,178.33553845174,1.90589316992707,0.24042199997565,7.9272827366884,2.2399292143981e-15,2.15177593573137e-14,1
I.g1072.t1__Cnig_chr_I.g562.t3,446.93364505848,2.2453148223219,0.196585835607942,11.4215493470232,3.26363236498991e-30,7.37802398520474e-29,1
I.g1075.t1__Cnig_chr_I.g72.t1,9.60781900656804,-3.58137058014953,1.0329023826191,-3.46728852640299,0.000525737240046949,0.00144667152108157,-1
I.g1077.t3__Cnig_chr_I.g70.t2,921.805595680246,0.414434322415477,0.239051019138901,1.7336647377967,0.0829775866149103,0.133060193402304,0
I.g1078.t1__Cnig_chr_I.g69.t1,843.011017987335,0.668761624447296,0.316464384330954,2.11322871564566,0.0345811966238837,0.062139716478202,0
I.g1079.t1__Cnig_chr_I.g68.t1,145.045819335468,-0.936549585809541,0.201578595923978,-4.64607654159246,3.38307523131393e-06,1.31131793531354e-05,-1
I.g1080.t1__Cnig_chr_I.g67.t1,255.593001034942,-0.120288257044541,0.151425875740038,-0.794370555604689,0.426979740304931,0.5251354695074,0
I.g1081.t2__Cnig_chr_I.g66.t1,111.300764589001,-0.401879544838069,0.240847528667714,-1.66860564051094,0.0951955603024076,0.149893634920766,0
I.g1082.t1__Cnig_chr_I.g64.t1,48.436233782793,-3.7645816613549,0.500128935032965,-7.52722227740486,5.18310954097384e-14,4.50183271940718e-13,-1
I.g1083.t2__Cnig_chr_I.g63.t1,2256.84636222234,0.512057474013762,0.123885008260559,4.13332881196398,3.57546630807448e-05,0.000118930195022765,1
I.g1084.t2__Cnig_chr_I.g60.t2,1374.10263029955,-0.054178841318998,0.207220256650617,-0.261455333540804,0.793741390466914,0.845393547905611,0
I.g1085.t1__Cnig_chr_I.g59.t1,487.042313672585,0.0996738579524762,0.137765686224014,0.723502787119296,0.469371042390152,0.566325388953964,0
I.g1086.t1__Cnig_chr_I.g58.t1,4233.3857014468,-0.473881495535165,0.163022211056241,-2.9068523391066,0.00365085489155179,0.00832821399833143,-1
I.g1087.t1__Cnig_chr_I.g57.t1,468.210046421325,-0.740379313857678,0.129692840592704,-5.70871383859045,1.1383309445799e-08,6.05455418386799e-08,-1
I.g1088.t1__Cnig_chr_I.g56.t1,147.686518734374,-1.42197491262506,0.194997223648111,-7.29228286445313,3.04746480412684e-13,2.50112944721309e-12,-1
I.g1089.t2__Cnig_chr_I.g55.t2,664.252408683633,-2.80324314054155,0.246525250726363,-11.3710183126559,5.83033823245706e-30,1.29988997678757e-28,-1
I.g1090.t1__Cnig_chr_I.g54.t1,489.734636285955,-1.14927432122783,0.178355459948712,-6.44372940171451,1.16572850588712e-10,7.60105990655011e-10,-1
I.g1091.t1__Cnig_chr_I.g53.t1,182.115148154005,-0.844159638785808,0.196363712625705,-4.29895945385228,1.71601859072483e-05,5.97835329392475e-05,-1
I.g1092.t1__Cnig_chr_I.g52.t2,529.967081862222,-0.37605043954185,0.121506585060861,-3.0948976086645,0.00196880850813699,0.00478821669812315,-1
I.g1093.t2__Cnig_chr_I.g51.t2,33.0334705171975,-1.53958264368784,0.378991054486387,-4.0623192169385,4.85875729793155e-05,0.000158497365081719,-1
I.g1094.t2__Cnig_chr_I.g50.t1,779.316573297149,-0.793633524728674,0.183290893173355,-4.3299124740369,1.49168618982159e-05,5.24847399376184e-05,-1
I.g1095.t1__Cnig_chr_I.g49.t1,722.81199470141,0.0911155604370022,0.114731720094631,0.794161896656393,0.427101187592376,0.525227801375814,0
I.g1096.t1__Cnig_chr_I.g48.t2,596.070916413272,-0.799761888198913,0.172218788919301,-4.64387128267213,3.41940643503367e-06,1.32404093275868e-05,-1
I.g1097.t1__Cnig_chr_I.g47.t2,82.3039202862207,-1.23319313525107,0.29687941531401,-4.15385194000978,3.26924756085367e-05,0.000109484026830954,-1
