,logFC,AveExpr,t,P.Value,adj.P.Val,B
I.g1000.t2__Cnig_chr_I.g492.t1,-1.16073431183241,8.52062101487509,-11.599876154024,6.93741719356431e-06,9.92225390478331e-05,4.02679721419813
I.g1001.t1__Cnig_chr_I.g493.t1,-1.04979259025861,6.66018035378775,-11.3618112087345,7.98845423590945e-06,0.000107301306187003,3.90095076240635
I.g1002.t1__Cnig_chr_I.g494.t1,-0.880055334363136,5.362273059241,-9.08189804814231,3.59478552058026e-05,0.000267549264147429,2.30650097535053
I.g1004.t3__Cnig_chr_I.g495.t1,-0.0220389759841052,4.53308032142787,-0.223566983497309,0.82936602998988,0.861973138286586,-7.78688427561254
I.g1007.t2__Cnig_chr_I.g499.t1,0.539397758623033,-0.431369407610762,1.59130359116085,0.154794572223864,0.211021692151609,-5.68037659383322
I.g1009.t1__Cnig_chr_I.g502.t2,-0.00510442124051133,3.32966829445099,-0.0315147743055946,0.975723214471449,0.981205637999991,-7.59223607474796
I.g1011.t2__Cnig_chr_I.g505.t3,0.605897385583601,5.06183653829209,5.10570600380475,0.00131549212391281,0.00415312936569755,-1.65903084676836
I.g1012.t1__Cnig_chr_I.g506.t1,-0.131487936899127,5.07525765301785,-1.11724782322776,0.300122003464828,0.370750472333568,-7.24263884385253
I.g1014.t1__Cnig_chr_I.g512.t1,-0.0992800167105547,0.456588915480309,-0.339953566476877,0.743688339855387,0.790736060777517,-7.00593722608739
I.g1015.t2__Cnig_chr_I.g514.t2,0.369851547682224,6.20576130043719,2.99587335605444,0.0196322620476582,0.0372293354179819,-4.68899473061523
I.g1016.t1__Cnig_chr_I.g515.t1,-0.0828052722690829,5.20228753529522,-0.724406164433799,0.491900632870866,0.561034445551304,-7.62558331256925
I.g1017.t1__Cnig_chr_I.g516.t1,1.23420664162764,2.59180334364488,6.81085761034719,0.000231012650901138,0.00104922206739872,0.663717182625981
I.g1018.t1__Cnig_chr_I.g519.t1,1.34788998804531,2.20541234344485,4.84167234021788,0.00178049873485536,0.00530504504936431,-1.50480168194706
I.g1019.t2__Cnig_chr_I.g521.t1,0.139277306527991,3.17000387199853,0.744118933695025,0.480607454516522,0.550286602197356,-7.25914570819374
I.g1021.t1__Cnig_chr_I.g522.t1,-0.668239394155362,3.74825788964383,-4.55199414376808,0.00251034088073582,0.00699346963072469,-2.15447528654373
I.g1022.t1__Cnig_chr_I.g523.t1,-0.769009527147323,6.41130293267118,-8.13936883929638,7.38331836379482e-05,0.000437628687475578,1.43226992090543
I.g1023.t1__Cnig_chr_I.g524.t2,7.46842239672358,1.17157012279028,14.2213188279938,1.71321523477541e-06,5.59891945167727e-05,5.78799550156792
I.g1025.t1__Cnig_chr_I.g526.t2,0.575199630410478,5.44147922508267,4.28875266104989,0.00346691989560681,0.00910487549026703,-2.76617757621328
I.g1026.t1__Cnig_chr_I.g528.t2,-0.261456903544379,8.12204703227024,-3.15164790693674,0.0157352029848445,0.0309515859692975,-4.50431942463313
I.g1030.t2__Cnig_chr_I.g530.t1,-0.127000057622505,6.09245471923726,-0.926616558851788,0.384422415269282,0.456086219459497,-7.52850228347293
I.g1032.t1__Cnig_chr_I.g531.t1,0.0605287815186507,4.50709882597493,0.604875191782871,0.564011565121163,0.628133347935836,-7.60772235682975
I.g1035.t1__Cnig_chr_I.g533.t2,7.32403130399397,2.9605486463461,8.89385785424837,4.12822773083599e-05,0.000293434487455776,2.71654769172141
I.g1036.t3__Cnig_chr_I.g534.t4,0.13217159195745,5.59969660304855,1.38193803344088,0.208741514278202,0.272063899479319,-6.992786495518
I.g1037.t1__Cnig_chr_I.g535.t1,0.0182746083002413,3.92471096134151,0.155817475157002,0.880497513054249,0.904959573404506,-7.69182540305329
I.g1038.t3__Cnig_chr_I.g536.t1,-0.0535805705224957,5.8846040115564,-0.551602575559527,0.598077890486965,0.659474113863073,-7.80816366615192
I.g1040.t1__Cnig_chr_I.g542.t1,-1.81161049966125,2.95464171068135,-7.83539147964593,9.45189439348385e-05,0.000527809826829829,1.59945614433893
I.g1041.t1__Cnig_chr_I.g543.t1,0.363666917083426,2.24001409900639,1.15410265474305,0.285676571360343,0.355592153298533,-6.69216240442626
I.g1042.t3__Cnig_chr_I.g545.t2,1.9906563339802,0.151423656119431,7.26719299179154,0.000153260535321509,0.000759364956901635,1.42655630804127
I.g1045.t1__Cnig_chr_I.g547.t1,6.79816937412221,2.72951594814572,16.023816154061,7.4877925544242e-07,4.35982969564258e-05,6.73172686709801
I.g1046.t1__Cnig_chr_I.g548.t1,-0.136055200438757,5.24483223601208,-1.44851779489475,0.189986035107349,0.251341029763434,-6.87192147672623
I.g1052.t1__Cnig_chr_I.g554.t1,0.0902472746842599,5.43787791123964,0.586847982242478,0.575411178007803,0.63878840247572,-7.74921623751922
I.g1056.t1__Cnig_chr_I.g580.t3,-0.644413042667957,-3.64263655272494,-1.0008627583422,0.349647257428042,0.42116673736944,-5.8643774089519
I.g1057.t1__Cnig_chr_I.g579.t1,0.522227202442068,5.50883250168408,4.52842429289948,0.00258288621487624,0.00714895402922068,-2.45162328106491
I.g1059.t1__Cnig_chr_I.g578.t1,-0.217949037926104,4.6174324730402,-1.70432259076446,0.131320427615837,0.183992044502194,-6.44193968880026
I.g1060.t1__Cnig_chr_I.g577.t3,-0.132666766420652,3.15687658615561,-0.797699939348054,0.450793660108983,0.521652357753025,-7.21320446491632
I.g1061.t1__Cnig_chr_I.g576.t1,1.07112763235221,8.19576686441491,6.85969484149172,0.00022086650424517,0.00101427045153365,0.172208341492352
I.g1063.t1__Cnig_chr_I.g575.t1,-0.442594645342743,3.76675911072525,-2.21394167346943,0.0617490674976822,0.0969422297225347,-5.55276270412356
I.g1065.t1__Cnig_chr_I.g569.t3,-0.179480468324282,5.1538381792309,-1.66217927853887,0.139654038123335,0.193876109109586,-6.57829908521648
I.g1066.t1__Cnig_chr_I.g568.t1,0.398916088385552,4.46713747161752,3.45370285219058,0.0103383273156084,0.0218968186419187,-3.81665723164624
I.g1067.t1__Cnig_chr_I.g567.t1,0.233964447093984,5.24695012395242,2.51610376558043,0.0394515238910824,0.0667300105253506,-5.34041020380693
I.g1069.t2__Cnig_chr_I.g566.t1,-4.00805281508116,3.41565754186549,-10.4969505916349,1.36537338732799e-05,0.000146066277397189,3.71367280340196
I.g1070.t1__Cnig_chr_I.g564.t2,1.69949525864894,4.32555629268848,10.5674571669627,1.30509159436658e-05,0.000142260354533259,3.57398401840875
I.g1071.t1__Cnig_chr_I.g563.t1,0.984793142443445,4.46472835534447,3.87826081671617,0.00585550629017613,0.0137965353686342,-3.19426362014247
I.g1072.t1__Cnig_chr_I.g562.t3,0.165446490725888,4.13085736236035,0.626536794410385,0.550491171190536,0.616081212713154,-7.52633552684582
I.g1075.t1__Cnig_chr_I.g72.t1,6.37502982681562,-2.10460132475814,8.08452668861904,7.71538292546507e-05,0.000453057587782006,2.14971847293528
I.g1077.t3__Cnig_chr_I.g70.t2,4.52047417903532,3.51737768196394,17.4328516617268,4.16109693130275e-07,3.9363976970124e-05,7.35929215987594
I.g1078.t1__Cnig_chr_I.g69.t1,1.87006488580684,5.55433949818353,7.08177398604044,0.000180616593710343,0.000862323780497399,0.520391095775507
I.g1079.t1__Cnig_chr_I.g68.t1,0.320049166838038,2.93256660252619,2.15138813505157,0.0677714490025999,0.104806757425319,-5.4902824679214
I.g1080.t1__Cnig_chr_I.g67.t1,1.10161570612152,3.36672285500439,8.52488849705185,5.45616095906619e-05,0.000354918446669316,2.12580547460182
I.g1081.t2__Cnig_chr_I.g66.t1,0.670359582478795,2.63740743101551,3.39806282494878,0.0111595132332191,0.0233044139484002,-3.56421799886589
I.g1082.t1__Cnig_chr_I.g64.t1,0.35636130350112,-0.442116318988443,1.43094816603619,0.194783322465529,0.256866506296272,-5.88604952623932
I.g1083.t2__Cnig_chr_I.g63.t1,0.207387330447849,6.9179614635312,2.20940693946173,0.0621669953402935,0.0974481815938983,-5.90601978297929
I.g1084.t2__Cnig_chr_I.g60.t2,-0.392128409496916,6.37857222986863,-4.44836115944646,0.00284707279190558,0.0077489996004927,-2.61557823541245
I.g1085.t1__Cnig_chr_I.g59.t1,-0.147588033096557,5.64300441657218,-1.42362547993621,0.196814541563709,0.259132298287083,-6.94407956586741
I.g1086.t1__Cnig_chr_I.g58.t1,0.282644841535109,8.85586105068274,1.68250878483986,0.135573755837172,0.189163382038297,-6.69173325751396
I.g1087.t1__Cnig_chr_I.g57.t1,0.735395586103846,2.65244142010996,3.27354352548735,0.0132620297900631,0.0268566242415284,-3.74963976153143
I.g1088.t1__Cnig_chr_I.g56.t1,0.730111622984276,3.60069761790204,3.94525317267781,0.00536619575223298,0.0128493756178943,-2.95320374342851
I.g1089.t2__Cnig_chr_I.g55.t2,1.3673777537741,4.64241625862665,3.59882317301875,0.0084873622291399,0.0186257871354977,-3.61178624685892
I.g1090.t1__Cnig_chr_I.g54.t1,-1.03799942373461,4.92688227698142,-6.53504303890993,0.000299116583647756,0.00129249593273438,0.00658467035836896
I.g1091.t1__Cnig_chr_I.g53.t1,0.570470641560576,3.11596544222418,3.67590412450372,0.00765251517704408,0.017070896244698,-3.2489348293245
I.g1092.t1__Cnig_chr_I.g52.t2,0.286968820029817,4.8983879289574,2.45881416071767,0.0429351189839671,0.0715711410728333,-5.38078989035082
I.g1093.t2__Cnig_chr_I.g51.t2,0.973697297014499,5.54920759249858,3.4606318938315,0.0102407008364493,0.0217213071553387,-3.9417253267378
I.g1094.t2__Cnig_chr_I.g50.t1,0.047853741647371,6.01944708764,0.44333854977093,0.670663638861884,0.725794184759503,-7.87583845898552
I.g1095.t1__Cnig_chr_I.g49.t1,0.710572296761625,5.11227108531222,6.95018337112794,0.000203361425404944,0.000947783244730559,0.403092845537651
I.g1096.t1__Cnig_chr_I.g48.t2,-0.983129786711141,5.85844748899174,-11.2871903807169,8.35422383773684e-06,0.000110312403297095,3.88869895892733
I.g1097.t1__Cnig_chr_I.g47.t2,-0.0857095854526573,1.74319411060204,-0.272611850707049,0.792879449311609,0.832611435671024,-7.2573968105516
I.g1099.t2__Cnig_chr_I.g46.t2,0.281340663435389,7.56326785308137,0.939419911030189,0.378246324687048,0.449968052111314,-7.56464229891012
I.g1100.t1__Cnig_chr_I.g45.t1,-0.113534079116911,6.29030640968522,-0.594303616994067,0.57068044190163,0.634387424252575,-7.80369056531077
I.g1101.t1__Cnig_chr_I.g44.t1,-0.14539353412249,5.99950570602375,-1.52507513402429,0.170301865379919,0.22902903179241,-6.83872491604219
I.g1102.t1__Cnig_chr_I.g43.t1,0.580425548176665,6.46467930829765,1.53347727684846,0.168258517004662,0.226680320757998,-6.84904750629876
I.g1103.t1__Cnig_chr_I.g42.t1,-0.196069060913267,5.76534811431028,-2.11544596001851,0.0714941170646194,0.109667371601091,-5.99200036449615
I.g1104.t1__Cnig_chr_I.g41.t3,-0.209336358381222,-2.99580122542779,-0.281174281774981,0.786563013724825,0.8276994682248,-6.43481131565569
I.g1105.t1__Cnig_chr_I.g40.t1,-0.0748398631170787,3.46217569881523,-0.523948475487376,0.61620443618092,0.676084131619593,-7.46460111105773
I.g1109.t1__Cnig_chr_I.g38.t3,6.82558443313305,1.65922217202141,6.53404637999303,0.000299400391000242,0.00129287863658533,0.723275716558535
I.g1112.t2__Cnig_chr_I.g35.t2,-0.87061531315207,4.59767742977547,-5.89220577855854,0.000564465498625941,0.00212259541845598,-0.653483992118741
I.g1114.t2__Cnig_chr_I.g34.t2,2.36807753744757,1.38793550766844,11.1844028969099,8.88955791568252e-06,0.000114227219530669,4.29981245032748
I.g1115.t3__Cnig_chr_I.g33.t3,0.710403116872061,5.76996039990873,6.21726944457359,0.000406993917985342,0.00164649009805167,-0.431814290302572
I.g1116.t1__Cnig_chr_I.g29.t1,-0.061102211445669,5.58926990240629,-0.653014982526289,0.534232130995631,0.600778665441635,-7.71939593826748
I.g1117.t1__Cnig_chr_I.g28.t1,-0.0586167730639533,6.71626414494425,-0.42906857085725,0.680541978046375,0.734983116467927,-7.91326706354463
I.g1119.t1__Cnig_chr_I.g26.t1,-0.200604434548743,5.47648186116827,-0.970935188740779,0.363362833142423,0.435233549980849,-7.43987884142266
I.g1120.t1__Cnig_chr_I.g25.t1,0.0983579828651556,5.33908547632423,0.615990132584193,0.55704962941988,0.621945334429712,-7.71961468599294
I.g1121.t1__Cnig_chr_I.g24.t1,6.34045841257144,1.70648074982604,8.52550398856092,5.45357714037166e-05,0.000354918446669316,2.48637473885988
I.g1123.t1__Cnig_chr_I.g22.t2,6.62904346399023,1.28604333629646,9.37070091239088,2.92034314833149e-05,0.00023332675736068,3.14922073033497
I.g1125.t1__Cnig_chr_I.g19.t1,0.910687060711451,6.40283728792042,9.09620283832668,3.55750485486991e-05,0.000266641733434619,2.24721203630098
I.g1126.t1__Cnig_chr_I.g18.t1,6.61134145593788,1.41716244540309,15.0033002942062,1.18266572753522e-06,5.10192348716758e-05,6.19265432750737
I.g1129.t1__Cnig_chr_I.g16.t1,-1.27348063861087,5.20248472153682,-11.6791793831292,6.62282638536977e-06,9.78599477174379e-05,4.20659884437977
I.g1131.t2__Cnig_chr_I.g9.t1,2.09957356444496,-5.01168973952507,4.11447921272657,0.00431755036752945,0.0107767879886091,-1.62971406668307
I.g1132.t1__Cnig_chr_I.g8.t1,0.650528291505732,3.90649625608675,3.47223064526233,0.0100794931817526,0.0214687693308349,-3.68792564171229
I.g1133.t3__Cnig_chr_I.g6.t1,0.382246431266659,7.01837394241255,2.86622723466286,0.0236536904044468,0.0434252114938305,-4.91496992888728
I.g1134.t1__Cnig_chr_I.g5.t1,-0.212344160842692,10.8217407226066,-1.83684620146671,0.10808115784541,0.155894887225508,-6.4923965654734
I.g1135.t1__Cnig_chr_I.g4.t1,-0.547832260290067,7.37220930396427,-6.69288049998985,0.000257751511742525,0.0011451395577048,0.0100382363988487
I.g1141.t1__Cnig_chr_I.g623.t1,0.462539695686085,4.50730970834079,2.12007007315496,0.0710039770246577,0.108978638511365,-5.82528305364494
I.g1142.t1__Cnig_chr_I.g624.t1,0.352436846442472,6.14166014018321,3.25658955886922,0.0135796243047799,0.0273992297825267,-4.29483135704991
I.g1143.t2__Cnig_chr_I.g625.t1,-0.0672851994110569,6.83094480161899,-0.625168998052736,0.551339111559858,0.616915153882335,-7.8038403527749
I.g1144.t2__Cnig_chr_I.g1613.t1,-0.308655946323637,5.90495070290044,-2.90936304331603,0.022227045678356,0.0412810255173393,-4.80269973524979
I.g1147.t1__Cnig_chr_I.g632.t2,6.76717118601165,1.02459417088504,14.8986449395283,1.24147344609751e-06,5.165670536678e-05,6.08538119253907
I.g1148.t1__Cnig_chr_I.g633.t1,6.26608197300441,-0.570019109084444,15.3946909579256,9.89140008110165e-07,4.69178733886068e-05,5.96677072113315
