,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
I.g1000.t2__Cnig_chr_I.g492.t1,7354.72766634017,0.0270758049285221,0.292910482608177,0.0924371319436222,0.926350738680277,0.946644415302277
I.g1001.t1__Cnig_chr_I.g493.t1,2036.61505133118,0.116119061275573,0.286955380198381,0.404658944520561,0.685728224319969,0.758387799891385
I.g1002.t1__Cnig_chr_I.g494.t1,920.967509630764,-0.0212741778649599,0.264826170421974,-0.0803326115053572,0.935972721788079,0.953401469000555
I.g1004.t3__Cnig_chr_I.g495.t1,429.311611235631,2.05041419502874,0.187361344708403,10.9436351357313,7.1283225597459e-28,2.90703238282332e-26
I.g1007.t2__Cnig_chr_I.g499.t1,29.6714655863729,-0.209943269670032,0.452931300148562,-0.463521221874422,0.642990806871708,0.721132088884025
I.g1009.t1__Cnig_chr_I.g502.t2,260.374411579039,0.483069584819282,0.277304751836043,1.74201697454106,0.0815054740694121,0.130487313387337
I.g1011.t2__Cnig_chr_I.g505.t3,905.179867178533,1.14574738412471,0.178617074271148,6.41454569111028,1.41243425711363e-10,1.0918709997812e-09
I.g1012.t1__Cnig_chr_I.g506.t1,937.027407345174,0.11123198769816,0.431925739720707,0.257525721366096,0.796772961924915,0.849607528466721
I.g1014.t1__Cnig_chr_I.g512.t1,132.853861188996,-2.45891263103263,0.34053198164706,-7.22079793838906,5.16834012089201e-13,5.49984068645859e-12
I.g1015.t2__Cnig_chr_I.g514.t2,1878.27580310041,1.07329496239259,0.376025327258373,2.85431561277548,0.0043129660072718,0.00972469955057924
I.g1016.t1__Cnig_chr_I.g515.t1,937.647348202445,0.442603847739125,0.35648235058382,1.24158698744626,0.214388985284789,0.29553611664448
I.g1017.t1__Cnig_chr_I.g516.t1,229.760363262744,0.648064926412288,0.234175963204751,2.76742718400033,0.00565006656994961,0.012362981003901
I.g1018.t1__Cnig_chr_I.g519.t1,258.171129037333,-0.330546419112198,0.283391822943262,-1.16639363718824,0.243455329908457,0.329599945202573
I.g1019.t2__Cnig_chr_I.g521.t1,378.538871252847,-0.713050608752909,0.284714933810339,-2.50443697915721,0.012264645258498,0.0247725213934798
I.g1021.t1__Cnig_chr_I.g522.t1,335.10994950413,-0.118305190418891,0.187039845548848,-0.632513302562549,0.527051518805218,0.617705105631206
I.g1022.t1__Cnig_chr_I.g523.t1,4083.7777736688,-1.65637110295572,0.218601460213383,-7.57712735010502,3.53289960596964e-14,4.29274090391726e-13
I.g1023.t1__Cnig_chr_I.g524.t2,457.044750061391,12.1823529612444,1.21184361147081,10.052743477732,8.93447923738293e-24,2.6653063435268e-22
I.g1025.t1__Cnig_chr_I.g526.t2,1809.00524654929,-0.326957624815508,0.181504403887361,-1.80137571217507,0.0716436816400308,0.116715534938268
I.g1026.t1__Cnig_chr_I.g528.t2,6665.25097939572,0.441364622533571,0.244552520737553,1.80478459679109,0.0711083956631775,0.116009996086734
I.g1030.t2__Cnig_chr_I.g530.t1,1229.89458329882,2.05798209039027,0.447328029493493,4.6006106362718,4.21254203922305e-06,1.71844968901639e-05
I.g1032.t1__Cnig_chr_I.g531.t1,680.952686663196,0.0786873093630835,0.397773698071766,0.197819287058258,0.843186455472129,0.884837807315855
I.g1035.t1__Cnig_chr_I.g533.t2,4842.55449246968,-1.09140169006573,0.570206883887111,-1.91404509644924,0.0556143938297178,0.0938053250373781
I.g1036.t3__Cnig_chr_I.g534.t4,1327.49461048257,0.447935213384201,0.160696280113825,2.78746473202067,0.00531222362248823,0.0117159646959055
I.g1037.t1__Cnig_chr_I.g535.t1,578.179899110417,-0.5914190534639,0.236386958145371,-2.50191067267,0.0123525087234434,0.0249227553432118
I.g1038.t3__Cnig_chr_I.g536.t1,1716.41980068529,0.0571062438157967,0.223823897835149,0.255139171322343,0.798615610705033,0.850769844627973
