,logFC,AveExpr,t,P.Value,adj.P.Val,B
I.g1000.t2__Cnig_chr_I.g492.t1,1.68238768841343,9.32209702706837,11.7616450388818,1.39194643982035e-06,1.3387755010153e-05,5.61233698114756
I.g1001.t1__Cnig_chr_I.g493.t1,2.00650738466509,8.0583825503014,14.13041228847,3.09670837498439e-07,5.62589927548605e-06,7.22593675712744
I.g1002.t1__Cnig_chr_I.g494.t1,1.64285818535469,5.64350750783321,8.29894790803724,2.21602649066674e-05,8.74524876114135e-05,2.65247595089511
I.g1004.t3__Cnig_chr_I.g495.t1,2.43713499542554,4.21740068621562,16.2624419763567,9.6542386362621e-08,2.97350549996873e-06,8.57455774852794
I.g1007.t2__Cnig_chr_I.g499.t1,-3.09489108981916,-1.69196347779152,-5.56064292080969,0.00041802496796518,0.000930474399282496,0.414249362153952
I.g1009.t1__Cnig_chr_I.g502.t2,0.413483760462879,3.95307953571714,2.76131513295196,0.0230711134408541,0.0316472114355952,-4.64197865961834
I.g1011.t2__Cnig_chr_I.g505.t3,1.34676547625424,4.05570676740619,7.94818341198474,3.08744567937952e-05,0.000112800360214351,2.40271444608388
I.g1012.t1__Cnig_chr_I.g506.t1,1.26423827916512,6.28930846251167,7.68058014674877,4.00754034023182e-05,0.000138543106932994,1.973937624851
I.g1014.t1__Cnig_chr_I.g512.t1,-2.09604248005505,2.87380266487752,-6.90746533538239,8.87141141918907e-05,0.000259137566907234,1.47599892854493
I.g1015.t2__Cnig_chr_I.g514.t2,-0.386462670141932,3.72080172613051,-2.12260371928257,0.064272496556393,0.0810227436124947,-5.62456593191465
I.g1016.t1__Cnig_chr_I.g515.t1,1.24051695750842,5.41946424819632,7.40613118465687,5.27551012319114e-05,0.000170828498952429,1.72429779085673
I.g1017.t1__Cnig_chr_I.g516.t1,1.40729547045278,2.94046085353795,9.12019211782759,1.06331377202359e-05,5.02947414167156e-05,3.64439381531654
I.g1018.t1__Cnig_chr_I.g519.t1,-1.72644389140341,1.43949353421265,-7.92809663369418,3.14773360845902e-05,0.000114566894375476,2.75930330618953
I.g1019.t2__Cnig_chr_I.g521.t1,-0.392707545978534,2.4612171896143,-1.3538811428046,0.210379201575856,0.241339293691697,-6.54940506072673
I.g1021.t1__Cnig_chr_I.g522.t1,-1.22841259649777,2.17378512389446,-5.91845481496903,0.000270778431202249,0.000645230216416441,0.334546514853137
I.g1022.t1__Cnig_chr_I.g523.t1,1.10021999606898,7.56476923837684,8.51594492926234,1.81507210661822e-05,7.48872740811581e-05,2.80765129018035
I.g1023.t1__Cnig_chr_I.g524.t2,9.41923319306185,-1.33657928998866,22.8470526722861,5.5607334212043e-09,8.00373131741181e-07,9.33976072332364
I.g1025.t1__Cnig_chr_I.g526.t2,0.668129253616934,5.25529731795506,5.5837090432433,0.000406274529246881,0.000908612551876186,-0.475939192208131
I.g1026.t1__Cnig_chr_I.g528.t2,0.803236368072883,8.03767323946656,6.08673303108202,0.000222050122082985,0.0005483557368762,0.081542630279432
I.g1030.t2__Cnig_chr_I.g530.t1,2.94495951318992,4.98882642308929,11.651775194175,1.50212257577428e-06,1.38452513959731e-05,5.61390335353206
I.g1032.t1__Cnig_chr_I.g531.t1,1.17013496032132,4.92954673720798,6.40517201050626,0.000154050297500928,0.000406855235959448,0.594692798368678
I.g1035.t1__Cnig_chr_I.g533.t2,-3.33857223312569,4.06456577026071,-4.68957351549026,0.00129590392294021,0.00245114989366183,-1.50505573397398
I.g1036.t3__Cnig_chr_I.g534.t4,0.656461528805264,5.51360540258715,3.57840223287594,0.00643179952000821,0.00997806639838219,-3.44568952563199
I.g1037.t1__Cnig_chr_I.g535.t1,-0.340738937197507,4.65437094219906,-1.98679098176736,0.0797809701341378,0.0989158555005169,-5.92297126400858
I.g1038.t3__Cnig_chr_I.g536.t1,0.791866522538024,6.27110170021429,4.81806391180356,0.00108922796955534,0.00211459032963808,-1.60167706769363
